gig_title_id,about_gig_id,about_me_id,Reviews,Stars,Caption,Description,Package,Cost,DeliveryTimeline,Revisions,Included,gig_title,about_gig
20,20,20,2,5.0,Basic Package,Simple data cleaning & visualization in Excel or Power BI,Basic,5,1,,"Problem Definition
Insights summary
Visualize results
Executive summary","I will clean, analyze, and visualize data using excel, python, sql","Are you struggling with messy datasets, unclear trends, or complex data analysis? Im here to help! As a Data Analyst with expertise in Excel, Power BI, Google Looker and SQL, I specialize in data cleaning, visualization, and insightful reporting to empower your business decisions.

What I Offer
Data Cleaning & Formatting
Data Analysis & Insights
Data Visualization
Power BI Dashboards
Google Looker Studio
SQL Query Optimization
Forecasting & Predictive Analysis
Automated Reports

Why Choose Me?
Certified Data Analyst with experience in business intelligence & analytics
Expertise in Excel, Power BI, Google Looker Studio, SQL, and Google BigQuery
Fast & Reliable Service
100% Client Satisfaction

How It Works
Message Me
Data Submission
Analysis & Visualization
Review & Delivery"
20,20,20,2,5.0,Standard Package,Advanced Data Insights & Visualization,Standard,20,3,,"Problem Definition
Insights summary
Visualize results
Executive summary","I will clean, analyze, and visualize data using excel, python, sql","Are you struggling with messy datasets, unclear trends, or complex data analysis? Im here to help! As a Data Analyst with expertise in Excel, Power BI, Google Looker and SQL, I specialize in data cleaning, visualization, and insightful reporting to empower your business decisions.

What I Offer
Data Cleaning & Formatting
Data Analysis & Insights
Data Visualization
Power BI Dashboards
Google Looker Studio
SQL Query Optimization
Forecasting & Predictive Analysis
Automated Reports

Why Choose Me?
Certified Data Analyst with experience in business intelligence & analytics
Expertise in Excel, Power BI, Google Looker Studio, SQL, and Google BigQuery
Fast & Reliable Service
100% Client Satisfaction

How It Works
Message Me
Data Submission
Analysis & Visualization
Review & Delivery"
20,20,20,2,5.0,Premium Package,Complete Data Analytics & Business Intelligence,Premium,100,5,,"Problem Definition
Insights summary
Visualize results
Executive summary","I will clean, analyze, and visualize data using excel, python, sql","Are you struggling with messy datasets, unclear trends, or complex data analysis? Im here to help! As a Data Analyst with expertise in Excel, Power BI, Google Looker and SQL, I specialize in data cleaning, visualization, and insightful reporting to empower your business decisions.

What I Offer
Data Cleaning & Formatting
Data Analysis & Insights
Data Visualization
Power BI Dashboards
Google Looker Studio
SQL Query Optimization
Forecasting & Predictive Analysis
Automated Reports

Why Choose Me?
Certified Data Analyst with experience in business intelligence & analytics
Expertise in Excel, Power BI, Google Looker Studio, SQL, and Google BigQuery
Fast & Reliable Service
100% Client Satisfaction

How It Works
Message Me
Data Submission
Analysis & Visualization
Review & Delivery"
21,21,21,160,4.9,Data Cleaning,"Clean UPTO 3MB Data File into csv, json or xml",Basic,10,1,unlimited,"Data source connectivity
API integration
Formatting & clean up
Source code","I will automate your excel, csv, xml, json data tasks using python","Support via Zoom is available if needed.
Please contact me before placing an order to discuss your requirements.

I can help you clean, transform, and convert data using Python. Whether you have raw, messy, or unstructured data, I can extract valuable information and organize it into Excel, CSV, JSON, XML, SQL/NoSQL databases, and other formats.

Services include data cleaning, data transformation, data conversion, API integration, SQL queries, and workflow automation to save time and improve accuracy.
"
21,21,21,160,4.9,Data Cleaning & Transformation,Help you to extract the useful information from your raw data files and store them into clean csv,Standard,50,3,unlimited,"Data source connectivity
API integration
Formatting & clean up
Source code","I will automate your excel, csv, xml, json data tasks using python","Support via Zoom is available if needed.
Please contact me before placing an order to discuss your requirements.

I can help you clean, transform, and convert data using Python. Whether you have raw, messy, or unstructured data, I can extract valuable information and organize it into Excel, CSV, JSON, XML, SQL/NoSQL databases, and other formats.

Services include data cleaning, data transformation, data conversion, API integration, SQL queries, and workflow automation to save time and improve accuracy.
"
21,21,21,160,4.9,Python Tool to clean Bulk Data,"Custom python tool that will help you to clean, process and transform your data in bulk",Premium,300,7,unlimited,"Data source connectivity
API integration
Formatting & clean up
Source code","I will automate your excel, csv, xml, json data tasks using python","Support via Zoom is available if needed.
Please contact me before placing an order to discuss your requirements.

I can help you clean, transform, and convert data using Python. Whether you have raw, messy, or unstructured data, I can extract valuable information and organize it into Excel, CSV, JSON, XML, SQL/NoSQL databases, and other formats.

Services include data cleaning, data transformation, data conversion, API integration, SQL queries, and workflow automation to save time and improve accuracy.
"
22,22,22,12,4.9,Starter Automation Package,"Simple Automation• Consistent Formula and Design EX: Simple Budgets, Data Manipulation",Basic,5,2,1,"1 formula
1 macro
1 button/form
Model documentation
Source code","I will automate your office tools, python vba excel expert","I help businesses analyze data, build pivot tables, and automate Excel/Office tasks to save time and eliminate manual work.
As an Excel & Microsoft Office Automation expert, I create robust solutions with Pivot Tables, Pivot Queries, VBA, and Macros to help you manage and visualize data efficiently.

Key Project Examples
Dynamic Pivot Dashboards Designed Excel workbooks with automated pivot tables and slicers for KPI insights.
Advanced Excel VBA Tools Created macros to clean, transform, and merge complex datasets.
Automated Office Reports Built VBA scripts to generate Word or PowerPoint reports.
Data Integration & Analysis Connected Excel to databases/APIs for real-time updates and automated pivot refresh.
Services
Create advanced Pivot Tables and dynamic dashboards
Build custom Excel Macros & VBA scripts for automation
Design pivot queries to summarize and filter large datasets
Automate Word, PowerPoint, and Excel reporting workflows
Extract and transform data from APIs, SQL, or raw files
Tools: Excel, VBA, SQL, Python (pandas, openpyxl, pptx), Power BI
LinkedIn : https://www.linkedin.com/in/aymen-hannani/
Message me to discuss your Excel or Office automation needs today!"
22,22,22,12,4.9,Advanced Office Automation,"Advanced Automation• Few Sheets/Pages• Ex : Transaction, Insight ,Budget, Pivot Table,performance",Standard,25,3,2,"5 formulas
3 macros
3 buttons/forms
Model documentation
Source code","I will automate your office tools, python vba excel expert","I help businesses analyze data, build pivot tables, and automate Excel/Office tasks to save time and eliminate manual work.
As an Excel & Microsoft Office Automation expert, I create robust solutions with Pivot Tables, Pivot Queries, VBA, and Macros to help you manage and visualize data efficiently.

Key Project Examples
Dynamic Pivot Dashboards Designed Excel workbooks with automated pivot tables and slicers for KPI insights.
Advanced Excel VBA Tools Created macros to clean, transform, and merge complex datasets.
Automated Office Reports Built VBA scripts to generate Word or PowerPoint reports.
Data Integration & Analysis Connected Excel to databases/APIs for real-time updates and automated pivot refresh.
Services
Create advanced Pivot Tables and dynamic dashboards
Build custom Excel Macros & VBA scripts for automation
Design pivot queries to summarize and filter large datasets
Automate Word, PowerPoint, and Excel reporting workflows
Extract and transform data from APIs, SQL, or raw files
Tools: Excel, VBA, SQL, Python (pandas, openpyxl, pptx), Power BI
LinkedIn : https://www.linkedin.com/in/aymen-hannani/
Message me to discuss your Excel or Office automation needs today!"
22,22,22,12,4.9,Complex Automation,"Customized Automation with external Data •Ex : Inventory, Budget & Planning, Quote Tracking",Premium,50,5,3,"10 formulas
10 macros
10 buttons/forms
Model documentation
Source code","I will automate your office tools, python vba excel expert","I help businesses analyze data, build pivot tables, and automate Excel/Office tasks to save time and eliminate manual work.
As an Excel & Microsoft Office Automation expert, I create robust solutions with Pivot Tables, Pivot Queries, VBA, and Macros to help you manage and visualize data efficiently.

Key Project Examples
Dynamic Pivot Dashboards Designed Excel workbooks with automated pivot tables and slicers for KPI insights.
Advanced Excel VBA Tools Created macros to clean, transform, and merge complex datasets.
Automated Office Reports Built VBA scripts to generate Word or PowerPoint reports.
Data Integration & Analysis Connected Excel to databases/APIs for real-time updates and automated pivot refresh.
Services
Create advanced Pivot Tables and dynamic dashboards
Build custom Excel Macros & VBA scripts for automation
Design pivot queries to summarize and filter large datasets
Automate Word, PowerPoint, and Excel reporting workflows
Extract and transform data from APIs, SQL, or raw files
Tools: Excel, VBA, SQL, Python (pandas, openpyxl, pptx), Power BI
LinkedIn : https://www.linkedin.com/in/aymen-hannani/
Message me to discuss your Excel or Office automation needs today!"
23,23,23,3,4.7,Basic,I will do data scrapping and cleaning using python,Basic,25,1,2,,"I will clean, format and automate excel data using python","I help businesses clean, format, and structure messy data using Python automation.
If your Excel, CSV, or dataset is unorganized, inconsistent, or difficult to use, I can transform it into a clean, structured, and analysis-ready format.
What I offer:
Data cleaning and formatting (Excel / CSV)
Removing duplicates and fixing inconsistencies
Data transformation and structuring
Excel automation using Python
Bulk data processing
Tools & Technologies:
Python, Pandas, Excel automation
I focus on accuracy, efficiency, and scalable solutions that save hours of manual work.
For larger datasets or custom automation requirements, please contact me before placing an order.
You can also share a sample file for better understanding."
23,23,23,3,4.7,Standard,I will do data scrapping and cleaning using python,Standard,150,3,6,,"I will clean, format and automate excel data using python","I help businesses clean, format, and structure messy data using Python automation.
If your Excel, CSV, or dataset is unorganized, inconsistent, or difficult to use, I can transform it into a clean, structured, and analysis-ready format.
What I offer:
Data cleaning and formatting (Excel / CSV)
Removing duplicates and fixing inconsistencies
Data transformation and structuring
Excel automation using Python
Bulk data processing
Tools & Technologies:
Python, Pandas, Excel automation
I focus on accuracy, efficiency, and scalable solutions that save hours of manual work.
For larger datasets or custom automation requirements, please contact me before placing an order.
You can also share a sample file for better understanding."
23,23,23,3,4.7,Premium,I will do data scrapping and cleaning using python,Premium,400,7,unlimited,na/,"I will clean, format and automate excel data using python","I help businesses clean, format, and structure messy data using Python automation.
If your Excel, CSV, or dataset is unorganized, inconsistent, or difficult to use, I can transform it into a clean, structured, and analysis-ready format.
What I offer:
Data cleaning and formatting (Excel / CSV)
Removing duplicates and fixing inconsistencies
Data transformation and structuring
Excel automation using Python
Bulk data processing
Tools & Technologies:
Python, Pandas, Excel automation
I focus on accuracy, efficiency, and scalable solutions that save hours of manual work.
For larger datasets or custom automation requirements, please contact me before placing an order.
You can also share a sample file for better understanding."
24,24,24,116,4.9,Basic,Send me a message to get quote according to your requirements,Basic,50,3,1,Functional database,"I will design and optimize your database, sql queries, and erds","--> PLEASE MESSAGE ME BEFORE ORDERING, THANKS !
--> PLEASE DO NOT REACH OUT FOR ANY ACADEMIC WORK, ONLY PROFESSIONAL JOBS!

Are you struggling with a messy database, slow queries, or a design you need built from scratch? You're in the right place.

I'm a Full Stack Engineer with 5+ years of experience and 200+ completed projects on Fiverr, specializing in database design and SQL development for production-grade applications.

What I can do for you:
Database design from scratch (normalized schemas, relationships)
Entity Relationship Diagrams (ERDs)
Complex SQL queries, stored procedures, views, and triggers
Query optimization and performance tuning
MySQL, PostgreSQL, Oracle, SQLite support
Database migration and restructuring
Data modeling for web and mobile applications

Why clients choose me:
5 stars across 100+ reviews
Average response time under 1 hour
30%+ repeat client rate

I've built databases for pharmacy analytics platforms, HR management systems, retail operations tools, and fintech applications complex, real-world systems with serious data requirements.

Message me before ordering if you're unsure which package fits I'll make sure we scope it correctly. Thanks!"
25,25,25,226,5.0,Simple 1 Pager,"1-2 Charts, simple calculations",Basic,100,2,2,"Data source connectivity
Web embedding
Interactive/animated visuals",I will do data analytics visualization power bi big query sql looker dashboard ai ml,"You got data??

Are you a business owner, or a decision-maker? Are you struggling to manage your business data efficiently? If the answer is yes, then I'm here to help.

My name is Nitin Rungta, and I'm a seasoned financial planning and analysis expert with over 7 years of experience at top firms like Deloitte, Honeywell, and Genpact.

With a Master's degree from the University of Nottingham, and certifications like CFA Level 2 and FRM P1 cleared, I have the expertise to handle any financial challenge your business may face.

I have mastered tools like Power BI, Tableau, Looker Studio, and hold certificates from Microsoft itself.

From Excel and Google Sheets to SQL Server, I can handle any type of data you throw my way. I'll provide you with real-time tracking of your business data, automated reports, and top-actionable KPIs to track and run your business on autopilot.

I'm Nitin Rungta - Your partner in data consultancy.

Note- After placing the order, if needed, you can request my email for team collaboration of better managing your data.

Please contact me now and get your first taste of dashboards.

Tools
Power BI
Chart type
Comparison
Concept
Distribution
Hierarchy
Location
Movement
Overtime"
25,25,25,226,5.0,Small Project,"Data Visualisation of a Business Area Eg - Sales Data, Stock Market, Amazon Seller Data, Any Data",Standard,500,4,3,"Data source connectivity
Web embedding
Interactive/animated visuals",I will do data analytics visualization power bi big query sql looker dashboard ai ml,"You got data??

Are you a business owner, or a decision-maker? Are you struggling to manage your business data efficiently? If the answer is yes, then I'm here to help.

My name is Nitin Rungta, and I'm a seasoned financial planning and analysis expert with over 7 years of experience at top firms like Deloitte, Honeywell, and Genpact.

With a Master's degree from the University of Nottingham, and certifications like CFA Level 2 and FRM P1 cleared, I have the expertise to handle any financial challenge your business may face.

I have mastered tools like Power BI, Tableau, Looker Studio, and hold certificates from Microsoft itself.

From Excel and Google Sheets to SQL Server, I can handle any type of data you throw my way. I'll provide you with real-time tracking of your business data, automated reports, and top-actionable KPIs to track and run your business on autopilot.

I'm Nitin Rungta - Your partner in data consultancy.

Note- After placing the order, if needed, you can request my email for team collaboration of better managing your data.

Please contact me now and get your first taste of dashboards.

Tools
Power BI
Chart type
Comparison
Concept
Distribution
Hierarchy
Location
Movement
Overtime"
25,25,25,226,5.0,Ultimate Dashboards,"Multiple tables, complete cover of a business area + Free multiple consultations",Premium,1500,4,5,"Data source connectivity
Web embedding
Interactive/animated visuals",I will do data analytics visualization power bi big query sql looker dashboard ai ml,"You got data??

Are you a business owner, or a decision-maker? Are you struggling to manage your business data efficiently? If the answer is yes, then I'm here to help.

My name is Nitin Rungta, and I'm a seasoned financial planning and analysis expert with over 7 years of experience at top firms like Deloitte, Honeywell, and Genpact.

With a Master's degree from the University of Nottingham, and certifications like CFA Level 2 and FRM P1 cleared, I have the expertise to handle any financial challenge your business may face.

I have mastered tools like Power BI, Tableau, Looker Studio, and hold certificates from Microsoft itself.

From Excel and Google Sheets to SQL Server, I can handle any type of data you throw my way. I'll provide you with real-time tracking of your business data, automated reports, and top-actionable KPIs to track and run your business on autopilot.

I'm Nitin Rungta - Your partner in data consultancy.

Note- After placing the order, if needed, you can request my email for team collaboration of better managing your data.

Please contact me now and get your first taste of dashboards.

Tools
Power BI
Chart type
Comparison
Concept
Distribution
Hierarchy
Location
Movement
Overtime"
26,26,26,8,4.8,"Install, configure or connect SQL","Install, Configure Software, Troubleshooting or connect SQL database","Install, configure or connect SQL",20,3,1,1 Hour of Work,"I will install, configure software, connect sql database","I specialize in installing, configuring, and connecting software and SQL databases, ensuring seamless functionality. My skills extend to crafting efficient queries for viewing and analyzing data changes and providing comprehensive solutions for robust database management.
""Do you need professional help setting up your SQL database? I've got you covered!
I specialize in:
Installing software on your system.
Configuring SQL databases for peak performance.
Establishing secure connections between your database and applications.
Troubleshooting and resolving issues.
My services cater to:
Businesses launching new projects.
Developers need quick database setups.
Individuals requiring expert assistance.
Why choose me?
Expertise: 2+ years of experience in database administration.
Efficiency: Timely delivery with no compromise on quality.
Customer-first approach: Tailored solutions to meet your needs.
Let's make your database reliable, fast, and secure!"""
27,27,27,2,5.0,Basic,"One focused problem solved a query fixed, a concept explained, or an error debugged",Basic,20,2,,"Debug queries
Optimize queries
Analyze queries
1 query included","I will teach sql server, write queries and help your with projects","Is your SQL Server query broken, slow, or just confusing? Need to learn T-SQL from scratch or get a database project done fast?

I will teach you SQL Server, write and fix your queries, and help you complete your database project step by step, with full explanations.

WHAT I HELP WITH:

SQL Server queries SELECT, JOIN, subquery, CTE, window functions
Stored procedures, functions, and triggers
Database design and normalization
T-SQL scripting and automation
SSMS walkthroughs and live tutoring sessions
University assignments and work projects

WHY CHOOSE ME:

Every solution comes with a plain-English explanation not just a file. I work in SSMS with screen share so you see every step. Whether you are a student or a professional, I adapt to your level.

Message me before ordering tell me your SQL Server version and what you need. I will confirm I can help before any payment."
27,27,27,2,5.0,Most Popular,1-hour live session learn by doing with real screen-share walkthroughs,Standard,35,2,1,"Debug queries
Optimize queries
Analyze queries
1 query included","I will teach sql server, write queries and help your with projects","Is your SQL Server query broken, slow, or just confusing? Need to learn T-SQL from scratch or get a database project done fast?

I will teach you SQL Server, write and fix your queries, and help you complete your database project step by step, with full explanations.

WHAT I HELP WITH:

SQL Server queries SELECT, JOIN, subquery, CTE, window functions
Stored procedures, functions, and triggers
Database design and normalization
T-SQL scripting and automation
SSMS walkthroughs and live tutoring sessions
University assignments and work projects

WHY CHOOSE ME:

Every solution comes with a plain-English explanation not just a file. I work in SSMS with screen share so you see every step. Whether you are a student or a professional, I adapt to your level.

Message me before ordering tell me your SQL Server version and what you need. I will confirm I can help before any payment."
27,27,27,2,5.0,Premium,Complete SQL Server project delivered with a training session so you can maintain it,Premium,80,4,1,"Debug queries
Optimize queries
Analyze queries
1 query included","I will teach sql server, write queries and help your with projects","Is your SQL Server query broken, slow, or just confusing? Need to learn T-SQL from scratch or get a database project done fast?

I will teach you SQL Server, write and fix your queries, and help you complete your database project step by step, with full explanations.

WHAT I HELP WITH:

SQL Server queries SELECT, JOIN, subquery, CTE, window functions
Stored procedures, functions, and triggers
Database design and normalization
T-SQL scripting and automation
SSMS walkthroughs and live tutoring sessions
University assignments and work projects

WHY CHOOSE ME:

Every solution comes with a plain-English explanation not just a file. I work in SSMS with screen share so you see every step. Whether you are a student or a professional, I adapt to your level.

Message me before ordering tell me your SQL Server version and what you need. I will confirm I can help before any payment."
28,28,28,0,0.0,Custom Solution,Custom ETL solution to dynamically load unlimited flat files into a SQL Database. (Custom pricing),Basic,250,1,,"10 query included
Debug queries
Optimize queries
Schedule queries",I will develop your etl solution for microsoft sql server,"Dynamic ETL (Extract Transform and Load)
If you need to load flat files, usually CSV (.csv = comma-separated values) or tab-delimited values (like an Excel file) this is the solution for you.
I have evolved, enhanced, improved, and optimized this code design over the last 20 years.
My dynamic, metadata-driven design works with any table schema and almost every datatype.
I will load flat file data from your hard drive into your Microsoft SQL Server.
I use my own proprietary logic that utilizes a common set of dynamic stored procedures, functions, and views that rely on internal metadata to load an unlimited number of flat files into an unlimited number of tables, all using one set of generic logic.
No need to develop individual processes for different file structures.
No need to build SSIS (SQL Server Integration Services) packages to load the files.
No need to purchase expensive third-party software to accomplish your ETL tasks.
This solution also includes custom business rules to handle data-specific data handling rules and is smart enough to know what has been imported and what flat files are new.

Please contact me for custom pricing as your scenario is unique."
28,28,28,0,0.0,Basic + Custom Business Rules,Basic package plus custom coding and logic for business rules for your data. (Custom pricing),Standard,450,1,,"10 query included
Debug queries
Optimize queries
Schedule queries",I will develop your etl solution for microsoft sql server,"Dynamic ETL (Extract Transform and Load)
If you need to load flat files, usually CSV (.csv = comma-separated values) or tab-delimited values (like an Excel file) this is the solution for you.
I have evolved, enhanced, improved, and optimized this code design over the last 20 years.
My dynamic, metadata-driven design works with any table schema and almost every datatype.
I will load flat file data from your hard drive into your Microsoft SQL Server.
I use my own proprietary logic that utilizes a common set of dynamic stored procedures, functions, and views that rely on internal metadata to load an unlimited number of flat files into an unlimited number of tables, all using one set of generic logic.
No need to develop individual processes for different file structures.
No need to build SSIS (SQL Server Integration Services) packages to load the files.
No need to purchase expensive third-party software to accomplish your ETL tasks.
This solution also includes custom business rules to handle data-specific data handling rules and is smart enough to know what has been imported and what flat files are new.

Please contact me for custom pricing as your scenario is unique."
28,28,28,0,0.0,Standard + Custom Export,Standard package plus additional functionality to export CSV data. (Custom pricing),Premium,750,1,,"10 query included
Debug queries
Optimize queries
Schedule queries",I will develop your etl solution for microsoft sql server,"Dynamic ETL (Extract Transform and Load)
If you need to load flat files, usually CSV (.csv = comma-separated values) or tab-delimited values (like an Excel file) this is the solution for you.
I have evolved, enhanced, improved, and optimized this code design over the last 20 years.
My dynamic, metadata-driven design works with any table schema and almost every datatype.
I will load flat file data from your hard drive into your Microsoft SQL Server.
I use my own proprietary logic that utilizes a common set of dynamic stored procedures, functions, and views that rely on internal metadata to load an unlimited number of flat files into an unlimited number of tables, all using one set of generic logic.
No need to develop individual processes for different file structures.
No need to build SSIS (SQL Server Integration Services) packages to load the files.
No need to purchase expensive third-party software to accomplish your ETL tasks.
This solution also includes custom business rules to handle data-specific data handling rules and is smart enough to know what has been imported and what flat files are new.

Please contact me for custom pricing as your scenario is unique."
29,29,29,44,4.9,$50,"BASIC DB ERD, Basic DB design Schema Diagram Permissions Setup 5 Tables Added
 View 
 5 Quries",Basic,50,2,,"Technology selection
5 tables added
Permissions setup
Import/export data
Setup admin panel
Schema diagram (ERD)","I will help you with mysql, sql server, mariadb, postgresql tasks and queries","Hi, Are you looking for the best seller/ DBA for your Database Design and Development, Database Diagram, or SQL queries?

You are in the right place.

I am Fazal Hashmi, a self-motivated freelancer aiming to provide the best service to clients for any database-related work. I assure you of our quality service.
 
Below are the main services offered:
 
Database Designing. (ERD, Logical Model, Conceptual Model, and Physical Model)
Database Normalization (1NF, 2NF, 3NF, BCNF)
SQL Queries (Joins, Subqueries, aggregations, grouping)
SQL database creation (DDL, DML, DCL, TCL)
CRUD Operations (Create | Read | Update | Delete)
SQL (Functions, Views, Triggers, Indexing, Store Procedures, Packages)
Reporting Services, Import/Export
Database Server Installation
Database Tunning
Any help that you need with your database issues
Expertise in
Oracle
MS Access
MySQL/ MariaDB
MS SQL
PostgreSQL
Firebase
If you have any special requirements or something to discuss on your work, feel free to contact me before placing an order.

Thank you!"
29,29,29,44,4.9,$80,"STANDARD DB ERD, Basic DB design Schema Diagram Permissions Setup 15 Tables Added View  10 SQL Queries",Standard,80,5,1,"Technology selection
15 tables added
Permissions setup
Import/export data
Setup admin panel
Schema diagram (ERD)","I will help you with mysql, sql server, mariadb, postgresql tasks and queries","Hi, Are you looking for the best seller/ DBA for your Database Design and Development, Database Diagram, or SQL queries?

You are in the right place.

I am Fazal Hashmi, a self-motivated freelancer aiming to provide the best service to clients for any database-related work. I assure you of our quality service.
 
Below are the main services offered:
 
Database Designing. (ERD, Logical Model, Conceptual Model, and Physical Model)
Database Normalization (1NF, 2NF, 3NF, BCNF)
SQL Queries (Joins, Subqueries, aggregations, grouping)
SQL database creation (DDL, DML, DCL, TCL)
CRUD Operations (Create | Read | Update | Delete)
SQL (Functions, Views, Triggers, Indexing, Store Procedures, Packages)
Reporting Services, Import/Export
Database Server Installation
Database Tunning
Any help that you need with your database issues
Expertise in
Oracle
MS Access
MySQL/ MariaDB
MS SQL
PostgreSQL
Firebase
If you have any special requirements or something to discuss on your work, feel free to contact me before placing an order.

Thank you!"
29,29,29,44,4.9,$150,"PREMIUM DB ERD, DB Design  Unlimited Tables Unlimited View Unlimited Function & SP Triggers 20 SQL Quries",Premium,150,7,2,"Technology selection
30 tables added
Permissions setup
Import/export data
Setup admin panel
Schema diagram (ERD)","I will help you with mysql, sql server, mariadb, postgresql tasks and queries","Hi, Are you looking for the best seller/ DBA for your Database Design and Development, Database Diagram, or SQL queries?

You are in the right place.

I am Fazal Hashmi, a self-motivated freelancer aiming to provide the best service to clients for any database-related work. I assure you of our quality service.
 
Below are the main services offered:
 
Database Designing. (ERD, Logical Model, Conceptual Model, and Physical Model)
Database Normalization (1NF, 2NF, 3NF, BCNF)
SQL Queries (Joins, Subqueries, aggregations, grouping)
SQL database creation (DDL, DML, DCL, TCL)
CRUD Operations (Create | Read | Update | Delete)
SQL (Functions, Views, Triggers, Indexing, Store Procedures, Packages)
Reporting Services, Import/Export
Database Server Installation
Database Tunning
Any help that you need with your database issues
Expertise in
Oracle
MS Access
MySQL/ MariaDB
MS SQL
PostgreSQL
Firebase
If you have any special requirements or something to discuss on your work, feel free to contact me before placing an order.

Thank you!"
30,30,30,106,4.9,Basic - Database Task,"- Simple SQL queries - Database creation (small scale) - ERD (basic) - Relational model",Basic,5,1,unlimited,"Functional database
Technology selection
Schema diagram (ERD)
6 tables added
Import/export data
Permissions setup","I will help you in sql database projects, sql quries and database design","Expert SQL Database Developer

5-star reviews from worldwide many clients and students
Affordable rate
Quick turnaround times
Guaranteed satisfaction
Unlimited Revision
100% unique work

I am a professional database developer who can help you with SQL database projects, SQL queries, and database design. With over years of experience in the industry, I have worked with clients across a wide range of industries and I am confident that I can help you with all your database needs.


My services include:

Creating and designing SQL databases
Writing SQL queries
Creating a new SQL database from scratch
Optimizing existing SQL queries to improve performance
Troubleshooting SQL problems
Designing a complex SQL database schema
SQL Assignment without plagiarism (UNIQUE)
SQL tables creation
SQL queries
SQL functions 
SQL triggers
SQL procedures
SQL complex queries

Similar services:

Database design
Database development
SQL queries
MySQL
MS Access
PostgreSQL
ORACLE
ER diagrams


Whether you need a new database or want to improve your existing one, I can help! Contact me today to discuss your project I promise I will not disappoint you."
30,30,30,106,4.9,Standard – Advanced Database Work,"- Complex SQL queries - Database creation (medium projects) - Normalization (up to 3NF)",Standard,20,2,unlimited,"Functional database
Technology selection
Schema diagram (ERD)
10 tables added
Import/export data
Permissions setup","I will help you in sql database projects, sql quries and database design","Expert SQL Database Developer

5-star reviews from worldwide many clients and students
Affordable rate
Quick turnaround times
Guaranteed satisfaction
Unlimited Revision
100% unique work

I am a professional database developer who can help you with SQL database projects, SQL queries, and database design. With over years of experience in the industry, I have worked with clients across a wide range of industries and I am confident that I can help you with all your database needs.


My services include:

Creating and designing SQL databases
Writing SQL queries
Creating a new SQL database from scratch
Optimizing existing SQL queries to improve performance
Troubleshooting SQL problems
Designing a complex SQL database schema
SQL Assignment without plagiarism (UNIQUE)
SQL tables creation
SQL queries
SQL functions 
SQL triggers
SQL procedures
SQL complex queries

Similar services:

Database design
Database development
SQL queries
MySQL
MS Access
PostgreSQL
ORACLE
ER diagrams


Whether you need a new database or want to improve your existing one, I can help! Contact me today to discuss your project I promise I will not disappoint you."
30,30,30,106,4.9,Premium – Complete Database Solutio,"Full database design & implementation Stored procedures, triggers, functions",Premium,50,3,unlimited,"Functional database
Technology selection
Schema diagram (ERD)
15 tables added
Import/export data
Permissions setup","I will help you in sql database projects, sql quries and database design","Expert SQL Database Developer

5-star reviews from worldwide many clients and students
Affordable rate
Quick turnaround times
Guaranteed satisfaction
Unlimited Revision
100% unique work

I am a professional database developer who can help you with SQL database projects, SQL queries, and database design. With over years of experience in the industry, I have worked with clients across a wide range of industries and I am confident that I can help you with all your database needs.


My services include:

Creating and designing SQL databases
Writing SQL queries
Creating a new SQL database from scratch
Optimizing existing SQL queries to improve performance
Troubleshooting SQL problems
Designing a complex SQL database schema
SQL Assignment without plagiarism (UNIQUE)
SQL tables creation
SQL queries
SQL functions 
SQL triggers
SQL procedures
SQL complex queries

Similar services:

Database design
Database development
SQL queries
MySQL
MS Access
PostgreSQL
ORACLE
ER diagrams


Whether you need a new database or want to improve your existing one, I can help! Contact me today to discuss your project I promise I will not disappoint you."
